------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| fromConceptName                                                                                  | rel                  | toConceptName                                                                                    |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD12-Metadata, standards, and infrastructures"                                                  |
| "GD1-Earth geometry"                                                                             | "is_superconcept_of" | "GD1-1-History of understanding Earths shape"                                                    |
| "GD1-Earth geometry"                                                                             | "is_superconcept_of" | "GD1-2-Approximating the Earths shape with geoids"                                               |
| "GD1-Earth geometry"                                                                             | "is_superconcept_of" | "GD1-3-Approximating the geoid with spheres and ellipsoids"                                      |
| "GD1-Earth geometry"                                                                             | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD2-Land partitioning systems"                                                                  | "is_superconcept_of" | "GD2-1-Unsystematic method"                                                                      |
| "GD2-Land partitioning systems"                                                                  | "is_superconcept_of" | "GD2-2-Systematic methods"                                                                       |
| "GD2-Land partitioning systems"                                                                  | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD3-Georeferencing systems"                                                                     | "is_superconcept_of" | "GD3-1-Geographic coordinate system"                                                             |
| "GD3-Georeferencing systems"                                                                     | "is_superconcept_of" | "GD3-2-Plane coordinate systems"                                                                 |
| "GD3-Georeferencing systems"                                                                     | "is_superconcept_of" | "GD3-3-Tessellated referencing systems"                                                          |
| "GD3-Georeferencing systems"                                                                     | "is_superconcept_of" | "GD3-4-Linear referencing systems"                                                               |
| "GD3-Georeferencing systems"                                                                     | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD4-Datums"                                                                                     | "is_superconcept_of" | "GD4-1-Horizontal datums"                                                                        |
| "GD4-Datums"                                                                                     | "is_superconcept_of" | "GD4-2-Vertical datums"                                                                          |
| "GD4-Datums"                                                                                     | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD5-Map projections"                                                                            | "is_superconcept_of" | "GD5-1-Map projection properties"                                                                |
| "GD5-Map projections"                                                                            | "is_superconcept_of" | "GD5-2-Map projection classes"                                                                   |
| "GD5-Map projections"                                                                            | "is_superconcept_of" | "GD5-3-Map projection parameters"                                                                |
| "GD5-Map projections"                                                                            | "is_superconcept_of" | "GD5-4-Georegistration"                                                                          |
| "GD5-Map projections"                                                                            | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD6-Data quality"                                                                               | "is_superconcept_of" | "GD6-1-Geometric accuracy"                                                                       |
| "GD6-Data quality"                                                                               | "is_superconcept_of" | "GD6-2-Thematic accuracy"                                                                        |
| "GD6-Data quality"                                                                               | "is_superconcept_of" | "GD6-3-Resolution"                                                                               |
| "GD6-Data quality"                                                                               | "is_superconcept_of" | "GD6-4-Precision"                                                                                |
| "GD6-Data quality"                                                                               | "is_superconcept_of" | "GD6-5-Primary and secondary sources"                                                            |
| "GD6-Data quality"                                                                               | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD7-Land surveying and GPS"                                                                     | "is_superconcept_of" | "GD7-1-Survey theory and electro-optical methods"                                                |
| "GD7-Land surveying and GPS"                                                                     | "is_superconcept_of" | "GD7-2-Land record"                                                                              |
| "GD7-Land surveying and GPS"                                                                     | "is_superconcept_of" | "GD7-3-Global Positioning System"                                                                |
| "GD7-Land surveying and GPS"                                                                     | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD8-Digitizing"                                                                                 | "is_superconcept_of" | "GD8-1-Tablet digitizing"                                                                        |
| "GD8-Digitizing"                                                                                 | "is_superconcept_of" | "GD8-2-On-screen digitizing"                                                                     |
| "GD8-Digitizing"                                                                                 | "is_superconcept_of" | "GD8-3-Scanning and automated vectorization techniques"                                          |
| "GD8-Digitizing"                                                                                 | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD9-Field data collection"                                                                      | "is_superconcept_of" | "GD9-1-Sample size selection"                                                                    |
| "GD9-Field data collection"                                                                      | "is_superconcept_of" | "GD9-2-Spatial sample types"                                                                     |
| "GD9-Field data collection"                                                                      | "is_superconcept_of" | "GD9-3-Sample intervals"                                                                         |
| "GD9-Field data collection"                                                                      | "is_superconcept_of" | "GD9-4-Field data technologies"                                                                  |
| "GD9-Field data collection"                                                                      | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD10-Aerial imaging and photogrammetry"                                                         | "is_superconcept_of" | "GD10-3-Aerial image interpretation"                                                             |
| "GD10-Aerial imaging and photogrammetry"                                                         | "is_superconcept_of" | "GD10-5-Vector data extraction"                                                                  |
| "GD10-Aerial imaging and photogrammetry"                                                         | "is_superconcept_of" | "GD10-1-Nature of aerial image data"                                                             |
| "GD10-Aerial imaging and photogrammetry"                                                         | "is_superconcept_of" | "GD10-6-Mission planning"                                                                        |
| "GD10-Aerial imaging and photogrammetry"                                                         | "is_superconcept_of" | "GD10-2-Platforms and sensors"                                                                   |
| "GD10-Aerial imaging and photogrammetry"                                                         | "is_superconcept_of" | "GD10-4-Stereoscopy and orthoimagery"                                                            |
| "GD10-Aerial imaging and photogrammetry"                                                         | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD11-Satellite and shipboard remote sensing"                                                    | "is_superconcept_of" | "GD11-1-Nature of multispectral image data"                                                      |
| "GD11-Satellite and shipboard remote sensing"                                                    | "is_superconcept_of" | "GD11-2-Platforms and sensors"                                                                   |
| "GD11-Satellite and shipboard remote sensing"                                                    | "is_superconcept_of" | "GD11-3-Algorithms and processing"                                                               |
| "GD11-Satellite and shipboard remote sensing"                                                    | "is_superconcept_of" | "GD11-4-Ground verification and accuracy assessment"                                             |
| "GD11-Satellite and shipboard remote sensing"                                                    | "is_superconcept_of" | "GD11-5-Applications and settings"                                                               |
| "GD11-Satellite and shipboard remote sensing"                                                    | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GD12-Metadata, standards, and infrastructures"                                                  | "is_superconcept_of" | "GD12-1-Metadata"                                                                                |
| "GD12-Metadata, standards, and infrastructures"                                                  | "is_superconcept_of" | "GD12-2-Content standards"                                                                       |
| "GD12-Metadata, standards, and infrastructures"                                                  | "is_superconcept_of" | "GD12-3-Data warehouse"                                                                          |
| "GD12-Metadata, standards, and infrastructures"                                                  | "is_superconcept_of" | "GD12-4-Exchange specifications"                                                                 |
| "GD12-Metadata, standards, and infrastructures"                                                  | "is_superconcept_of" | "GD12-5-Transport protocols"                                                                     |
| "GD12-Metadata, standards, and infrastructures"                                                  | "is_superconcept_of" | "GD12-6-Spatial Data Infrastructures"                                                            |
| "GD12-Metadata, standards, and infrastructures"                                                  | "is_subconcept_of"   | "GD-Geospatial Data"                                                                             |
| "GS1-1-The legal regime"                                                                         | "is_subconcept_of"   | "GS1-Legal aspects"                                                                              |
| "GS1-2-Contract law "                                                                            | "is_subconcept_of"   | "GS1-Legal aspects"                                                                              |
| "GS1-3-Liability"                                                                                | "is_subconcept_of"   | "GS1-Legal aspects"                                                                              |
| "GS1-4-Privacy"                                                                                  | "is_subconcept_of"   | "GS1-Legal aspects"                                                                              |
| "GS2-1-Economics and the role of information"                                                    | "is_subconcept_of"   | "GS2-Economic aspects"                                                                           |
| "GS2-2-Valuing and measuring benefits"                                                           | "is_subconcept_of"   | "GS2-Economic aspects"                                                                           |
| "GS2-3-Models of benefits"                                                                       | "is_subconcept_of"   | "GS2-Economic aspects"                                                                           |
| "GS2-4-Agency, organizational, and individual perspectives"                                      | "is_subconcept_of"   | "GS2-Economic aspects"                                                                           |
| "GS2-5-Measuring costs"                                                                          | "is_subconcept_of"   | "GS2-Economic aspects"                                                                           |
| "GS3-1-Uses of geospatial information in government"                                             | "is_subconcept_of"   | "GS3-Use of geospatial information in the public sector"                                         |
| "GS3-2-Public participation in governing"                                                        | "is_subconcept_of"   | "GS3-Use of geospatial information in the public sector"                                         |
| "GS3-3-Public participation GIS"                                                                 | "is_subconcept_of"   | "GS3-Use of geospatial information in the public sector"                                         |
| "GS4-1-Property regimes"                                                                         | "is_subconcept_of"   | "GS4-Geospatial information as property"                                                         |
| "GS4-2-Mechanisms of control of geospatial information"                                          | "is_subconcept_of"   | "GS4-Geospatial information as property"                                                         |
| "GS4-3-Enforcing control"                                                                        | "is_subconcept_of"   | "GS4-Geospatial information as property"                                                         |
| "GS5-1-Incentives and barriers to sharing geospatial information"                                | "is_subconcept_of"   | "GS5-Dissemination of geospatial information"                                                    |
| "GS5-2-Data sharing among public and private agencies, organizations, and individuals"           | "is_subconcept_of"   | "GS5-Dissemination of geospatial information"                                                    |
| "GS5-3-Legal mechanisms for sharing geospatial information "                                     | "is_subconcept_of"   | "GS5-Dissemination of geospatial information"                                                    |
| "GS5-4-Balancing security and open access to geospatial information"                             | "is_subconcept_of"   | "GS5-Dissemination of geospatial information"                                                    |
| "GS6-1-Ethics and geospatial information"                                                        | "is_subconcept_of"   | "GS6-Ethical aspects of geospatial information and technology"                                   |
| "GS6-2-Codes of ethics for geospatial professionals"                                             | "is_subconcept_of"   | "GS6-Ethical aspects of geospatial information and technology"                                   |
| "GS7-1-Epistemological critiques"                                                                | "is_subconcept_of"   | "GS7-Critical GIS"                                                                               |
| "GS7-2-Ethical critiques"                                                                        | "is_subconcept_of"   | "GS7-Critical GIS"                                                                               |
| "GS7-3-Feminist critiques"                                                                       | "is_subconcept_of"   | "GS7-Critical GIS"                                                                               |
| "GS7-4-Social critiques"                                                                         | "is_subconcept_of"   | "GS7-Critical GIS"                                                                               |
| "GS-GIS and T and Society"                                                                       | "is_superconcept_of" | "GS1-Legal aspects"                                                                              |
| "GS-GIS and T and Society"                                                                       | "is_superconcept_of" | "GS2-Economic aspects"                                                                           |
| "GS-GIS and T and Society"                                                                       | "is_superconcept_of" | "GS3-Use of geospatial information in the public sector"                                         |
| "GS-GIS and T and Society"                                                                       | "is_superconcept_of" | "GS4-Geospatial information as property"                                                         |
| "GS-GIS and T and Society"                                                                       | "is_superconcept_of" | "GS5-Dissemination of geospatial information"                                                    |
| "GS-GIS and T and Society"                                                                       | "is_superconcept_of" | "GS6-Ethical aspects of geospatial information and technology"                                   |
| "GS-GIS and T and Society"                                                                       | "is_superconcept_of" | "GS7-Critical GIS"                                                                               |
| "GS1-Legal aspects"                                                                              | "is_superconcept_of" | "GS1-1-The legal regime"                                                                         |
| "GS1-Legal aspects"                                                                              | "is_superconcept_of" | "GS1-2-Contract law "                                                                            |
| "GS1-Legal aspects"                                                                              | "is_superconcept_of" | "GS1-3-Liability"                                                                                |
| "GS1-Legal aspects"                                                                              | "is_superconcept_of" | "GS1-4-Privacy"                                                                                  |
| "GS1-Legal aspects"                                                                              | "is_subconcept_of"   | "GS-GIS and T and Society"                                                                       |
| "GS2-Economic aspects"                                                                           | "is_superconcept_of" | "GS2-1-Economics and the role of information"                                                    |
| "GS2-Economic aspects"                                                                           | "is_superconcept_of" | "GS2-2-Valuing and measuring benefits"                                                           |
| "GS2-Economic aspects"                                                                           | "is_superconcept_of" | "GS2-3-Models of benefits"                                                                       |
| "GS2-Economic aspects"                                                                           | "is_superconcept_of" | "GS2-4-Agency, organizational, and individual perspectives"                                      |
| "GS2-Economic aspects"                                                                           | "is_superconcept_of" | "GS2-5-Measuring costs"                                                                          |
| "GS2-Economic aspects"                                                                           | "is_subconcept_of"   | "GS-GIS and T and Society"                                                                       |
| "GS3-Use of geospatial information in the public sector"                                         | "is_superconcept_of" | "GS3-1-Uses of geospatial information in government"                                             |
| "GS3-Use of geospatial information in the public sector"                                         | "is_superconcept_of" | "GS3-2-Public participation in governing"                                                        |
| "GS3-Use of geospatial information in the public sector"                                         | "is_superconcept_of" | "GS3-3-Public participation GIS"                                                                 |
| "GS3-Use of geospatial information in the public sector"                                         | "is_subconcept_of"   | "GS-GIS and T and Society"                                                                       |
| "GS4-Geospatial information as property"                                                         | "is_superconcept_of" | "GS4-1-Property regimes"                                                                         |
| "GS4-Geospatial information as property"                                                         | "is_superconcept_of" | "GS4-2-Mechanisms of control of geospatial information"                                          |
| "GS4-Geospatial information as property"                                                         | "is_superconcept_of" | "GS4-3-Enforcing control"                                                                        |
| "GS4-Geospatial information as property"                                                         | "is_subconcept_of"   | "GS-GIS and T and Society"                                                                       |
| "GS5-Dissemination of geospatial information"                                                    | "is_superconcept_of" | "GS5-1-Incentives and barriers to sharing geospatial information"                                |
| "GS5-Dissemination of geospatial information"                                                    | "is_superconcept_of" | "GS5-2-Data sharing among public and private agencies, organizations, and individuals"           |
| "GS5-Dissemination of geospatial information"                                                    | "is_superconcept_of" | "GS5-3-Legal mechanisms for sharing geospatial information "                                     |
| "GS5-Dissemination of geospatial information"                                                    | "is_superconcept_of" | "GS5-4-Balancing security and open access to geospatial information"                             |
| "GS5-Dissemination of geospatial information"                                                    | "is_subconcept_of"   | "GS-GIS and T and Society"                                                                       |
| "GS6-Ethical aspects of geospatial information and technology"                                   | "is_superconcept_of" | "GS6-1-Ethics and geospatial information"                                                        |
| "GS6-Ethical aspects of geospatial information and technology"                                   | "is_superconcept_of" | "GS6-2-Codes of ethics for geospatial professionals"                                             |
| "GS6-Ethical aspects of geospatial information and technology"                                   | "is_subconcept_of"   | "GS-GIS and T and Society"                                                                       |
| "GS7-Critical GIS"                                                                               | "is_superconcept_of" | "GS7-1-Epistemological critiques"                                                                |
| "GS7-Critical GIS"                                                                               | "is_superconcept_of" | "GS7-2-Ethical critiques"                                                                        |
| "GS7-Critical GIS"                                                                               | "is_superconcept_of" | "GS7-3-Feminist critiques"                                                                       |
| "GS7-Critical GIS"                                                                               | "is_superconcept_of" | "GS7-4-Social critiques"                                                                         |
| "GS7-Critical GIS"                                                                               | "is_subconcept_of"   | "GS-GIS and T and Society"                                                                       |
| "OI1-1-Public sector origins"                                                                    | "is_subconcept_of"   | "OI1-Origins of GIS and T"                                                                       |
| "OI1-2-Private sector origins"                                                                   | "is_subconcept_of"   | "OI1-Origins of GIS and T"                                                                       |
| "OI1-3-Academic origins"                                                                         | "is_subconcept_of"   | "OI1-Origins of GIS and T"                                                                       |
| "OI1-4-Learning from experience"                                                                 | "is_subconcept_of"   | "OI1-Origins of GIS and T"                                                                       |
| "OI1-5-Future trends"                                                                            | "is_subconcept_of"   | "OI1-Origins of GIS and T"                                                                       |
| "OI2-1-Managing GIS operations and infrastructure"                                               | "is_subconcept_of"   | "OI2-Managing GIS operations and infrastructure"                                                 |
| "OI2-2-Ongoing GIS revision"                                                                     | "is_subconcept_of"   | "OI2-Managing GIS operations and infrastructure"                                                 |
| "OI2-3-Budgeting for GIS management"                                                             | "is_subconcept_of"   | "OI2-Managing GIS operations and infrastructure"                                                 |
| "OI2-4-Database administration"                                                                  | "is_subconcept_of"   | "OI2-Managing GIS operations and infrastructure"                                                 |
| "OI2-5-System management"                                                                        | "is_subconcept_of"   | "OI2-Managing GIS operations and infrastructure"                                                 |
| "OI2-6-User support"                                                                             | "is_subconcept_of"   | "OI2-Managing GIS operations and infrastructure"                                                 |
| "OI3-1-Organizational models for GIS management"                                                 | "is_subconcept_of"   | "OI3-Organizational structures and procedures"                                                   |
| "OI3-2-Organizational models for coordinating GISs and/or program participants and stakeholders" | "is_subconcept_of"   | "OI3-Organizational structures and procedures"                                                   |
| "OI3-3-Integrating GIS and T with management information systems (MIS)"                          | "is_subconcept_of"   | "OI3-Organizational structures and procedures"                                                   |
| "OI4-1-GIS and T staff development"                                                              | "is_subconcept_of"   | "OI4-GIS and T workforce themes"                                                                 |
| "OI4-2-GIS and T positions and qualifications"                                                   | "is_subconcept_of"   | "OI4-GIS and T workforce themes"                                                                 |
| "OI4-3-GIS and T training and education"                                                         | "is_subconcept_of"   | "OI4-GIS and T workforce themes"                                                                 |
| "OI4-4-Incorporating GIS and T into existing job classifications"                                | "is_subconcept_of"   | "OI4-GIS and T workforce themes"                                                                 |
| "OI5-1-Spatial data infrastructures"                                                             | "is_subconcept_of"   | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI5-2-Adoption of standards"                                                                    | "is_subconcept_of"   | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI5-3-Technology transfer"                                                                      | "is_subconcept_of"   | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI5-4-Spatial data sharing among organizations"                                                 | "is_subconcept_of"   | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI5-5-Openness"                                                                                 | "is_subconcept_of"   | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI5-6-Balancing data access, security, and privacy"                                             | "is_subconcept_of"   | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI5-7-Implications of distributed GIS and T"                                                    | "is_subconcept_of"   | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI5-8-Inter-organizational and vendor GISs (software, hardware and systems)"                    | "is_subconcept_of"   | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI6-1-Federal agencies and national and international organizations and programs"               | "is_subconcept_of"   | "OI6-Coordinating organizations (national and international)"                                    |
| "OI6-2-State and regional coordinating bodies"                                                   | "is_subconcept_of"   | "OI6-Coordinating organizations (national and international)"                                    |
| "OI6-3-Professional organizations"                                                               | "is_subconcept_of"   | "OI6-Coordinating organizations (national and international)"                                    |
| "OI6-4-Publications"                                                                             | "is_subconcept_of"   | "OI6-Coordinating organizations (national and international)"                                    |
| "OI6-5-The geospatial community"                                                                 | "is_subconcept_of"   | "OI6-Coordinating organizations (national and international)"                                    |
| "OI6-6-The geospatial industry"                                                                  | "is_subconcept_of"   | "OI6-Coordinating organizations (national and international)"                                    |
| "OI-Organizational and Institutional Aspects"                                                    | "is_superconcept_of" | "OI1-Origins of GIS and T"                                                                       |
| "OI-Organizational and Institutional Aspects"                                                    | "is_superconcept_of" | "OI2-Managing GIS operations and infrastructure"                                                 |
| "OI-Organizational and Institutional Aspects"                                                    | "is_superconcept_of" | "OI3-Organizational structures and procedures"                                                   |
| "OI-Organizational and Institutional Aspects"                                                    | "is_superconcept_of" | "OI4-GIS and T workforce themes"                                                                 |
| "OI-Organizational and Institutional Aspects"                                                    | "is_superconcept_of" | "OI5-Institutional and inter-institutional aspects"                                              |
| "OI-Organizational and Institutional Aspects"                                                    | "is_superconcept_of" | "OI6-Coordinating organizations (national and international)"                                    |
| "OI1-Origins of GIS and T"                                                                       | "is_superconcept_of" | "OI1-4-Learning from experience"                                                                 |
| "OI1-Origins of GIS and T"                                                                       | "is_superconcept_of" | "OI1-2-Private sector origins"                                                                   |
| "OI1-Origins of GIS and T"                                                                       | "is_superconcept_of" | "OI1-1-Public sector origins"                                                                    |
| "OI1-Origins of GIS and T"                                                                       | "is_superconcept_of" | "OI1-3-Academic origins"                                                                         |
| "OI1-Origins of GIS and T"                                                                       | "is_superconcept_of" | "OI1-5-Future trends"                                                                            |
| "OI1-Origins of GIS and T"                                                                       | "is_subconcept_of"   | "OI-Organizational and Institutional Aspects"                                                    |
| "OI2-Managing GIS operations and infrastructure"                                                 | "is_superconcept_of" | "OI2-3-Budgeting for GIS management"                                                             |
| "OI2-Managing GIS operations and infrastructure"                                                 | "is_superconcept_of" | "OI2-5-System management"                                                                        |
| "OI2-Managing GIS operations and infrastructure"                                                 | "is_superconcept_of" | "OI2-1-Managing GIS operations and infrastructure"                                               |
| "OI2-Managing GIS operations and infrastructure"                                                 | "is_superconcept_of" | "OI2-2-Ongoing GIS revision"                                                                     |
| "OI2-Managing GIS operations and infrastructure"                                                 | "is_superconcept_of" | "OI2-6-User support"                                                                             |
| "OI2-Managing GIS operations and infrastructure"                                                 | "is_superconcept_of" | "OI2-4-Database administration"                                                                  |
| "OI2-Managing GIS operations and infrastructure"                                                 | "is_subconcept_of"   | "OI-Organizational and Institutional Aspects"                                                    |
| "OI3-Organizational structures and procedures"                                                   | "is_superconcept_of" | "OI3-2-Organizational models for coordinating GISs and/or program participants and stakeholders" |
| "OI3-Organizational structures and procedures"                                                   | "is_superconcept_of" | "OI3-3-Integrating GIS and T with management information systems (MIS)"                          |
| "OI3-Organizational structures and procedures"                                                   | "is_superconcept_of" | "OI3-1-Organizational models for GIS management"                                                 |
| "OI3-Organizational structures and procedures"                                                   | "is_subconcept_of"   | "OI-Organizational and Institutional Aspects"                                                    |
| "OI4-GIS and T workforce themes"                                                                 | "is_superconcept_of" | "OI4-3-GIS and T training and education"                                                         |
| "OI4-GIS and T workforce themes"                                                                 | "is_superconcept_of" | "OI4-1-GIS and T staff development"                                                              |
| "OI4-GIS and T workforce themes"                                                                 | "is_superconcept_of" | "OI4-4-Incorporating GIS and T into existing job classifications"                                |
| "OI4-GIS and T workforce themes"                                                                 | "is_superconcept_of" | "OI4-2-GIS and T positions and qualifications"                                                   |
| "OI4-GIS and T workforce themes"                                                                 | "is_subconcept_of"   | "OI-Organizational and Institutional Aspects"                                                    |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_superconcept_of" | "OI5-4-Spatial data sharing among organizations"                                                 |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_superconcept_of" | "OI5-8-Inter-organizational and vendor GISs (software, hardware and systems)"                    |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_superconcept_of" | "OI5-2-Adoption of standards"                                                                    |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_superconcept_of" | "OI5-6-Balancing data access, security, and privacy"                                             |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_superconcept_of" | "OI5-1-Spatial data infrastructures"                                                             |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_superconcept_of" | "OI5-3-Technology transfer"                                                                      |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_superconcept_of" | "OI5-7-Implications of distributed GIS and T"                                                    |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_superconcept_of" | "OI5-5-Openness"                                                                                 |
| "OI5-Institutional and inter-institutional aspects"                                              | "is_subconcept_of"   | "OI-Organizational and Institutional Aspects"                                                    |
| "OI6-Coordinating organizations (national and international)"                                    | "is_superconcept_of" | "OI6-6-The geospatial industry"                                                                  |
| "OI6-Coordinating organizations (national and international)"                                    | "is_superconcept_of" | "OI6-2-State and regional coordinating bodies"                                                   |
| "OI6-Coordinating organizations (national and international)"                                    | "is_superconcept_of" | "OI6-4-Publications"                                                                             |
| "OI6-Coordinating organizations (national and international)"                                    | "is_superconcept_of" | "OI6-1-Federal agencies and national and international organizations and programs"               |
| "OI6-Coordinating organizations (national and international)"                                    | "is_superconcept_of" | "OI6-5-The geospatial community"                                                                 |
| "OI6-Coordinating organizations (national and international)"                                    | "is_superconcept_of" | "OI6-3-Professional organizations"                                                               |
| "OI6-Coordinating organizations (national and international)"                                    | "is_subconcept_of"   | "OI-Organizational and Institutional Aspects"                                                    |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
